"ean";"naam";"merk";"doeldier";"voertype";"levensfase";"categorie";"ingredienten";"analyse";"verpakking";"prijs";"bol_url";"afbeelding";"bron";"url";"opmerking"
"0064992542351";"Acana Regionals Grasslands Dog Lam&Eend&Witvis";"Acana";"Hond";"Droogvoer";"Volwassen";"Volledig";"Rauw gras gevoerd lam (8%), Vers eenden vlees (8%), Verse hele eieren (8%), Gedroogd lamsvlees (8%), Hele gedroogde Haring (7%), Gedroogd kalkoenvlees (7%), Hele groenen erwten, Hele rode linzen, Hele kikkererwten, Wild gevangen verse snoek (4%), Rauwe lamslever (4%), Vers Eenden orgaanvlees (lever, hart, nier) (4%), Vers kalkoenvlees (4%), Lams vet (4%), Hele groenen linzen, Hele pinto bonen, Hele gele erwten, Zon gedroogde alfalfa, Koolvis olie (2%), Linzen vezel, Gedroogd lams kraakbeen (1%), Rauwe lamspens (1%), Gedroogde bruine zeewier, Verse pompoen, Verse Muskaat pompoen, Verse pastinaak, Verse groene boerenkool, Verse spinazie, Vers mosterdplant blad, Verse raapstelen, Verse wortelen, Verse Red Delicious appels, Verse Bartlett peren, Gevriesdroogde lever (lam en eend) (100%), Verse veenbessen, Verse bosbessen, Cichoreiwortel Kurkuma, Mariadistel, Kliswortel, Lavendel, Heemstwortel, Rozenbottels.";"Ruw eiwit 35 % Ruw vet 17 % Ruwe as 8 % Ruwe celstof 6 % Vocht 12 % Calcium 1,7 % Fosfor 1,2 % Omega-6 vetzuren 2,3 % Omega-3 vetzuren 1 % DHA / EPA 0,2 % / 0,2 % Glucosamine 600 mg/kg Chondroitine 800 mg/kg";"";;;;"scraped";"https://www.petsplace.nl/acana-regionals-grasslands-dog-hondenvoer-m-064992542351-pps";
"0064992541354";"Acana Regionals Pacifica Dog Zeevis";"Acana";"Hond";"Droogvoer";"Volwassen";"Volledig";"Verse hele haring (14%), Verse hele sardine (12%), Verse hele pijltandheilbot (8%), Gedroogde haring (8%), Gedroogde Kabeljauw (7%), Gedroogde Wijting (7%), Hele groenen erwten, Hele rode linzen, Hele kikkererwten, Hele groenen linzen, Koolvis olie (6%), Verse hele zilver kabeljauw (4%), Verse hele rood gestreepte Rock vis (4%), Hele pinto bonen, Hele gele erwten, Zon gedroogde alfalfa, Koudgeperste zonnebloemolie, Linzen vezel, Gedroogde bruine zeewier, Verse pompoen, Verse butternut squash, Verse pastinaak, Verse groene boerenkool, Verse spinazie, Vers mosterdplant blad, Verse raapstelen, Verse wortelen, Verse Red Delicious appels, Verse Bartlett peren, Gevriesdroogde kabeljauw lever (100%), Verse veenbessen, Verse bosbessen, Cichoreiwortel, Kurkuma, Mariadistel, Kliswortel, Lavendel, Heemstwortel, Rozenbottels.";"Ruw eiwit 35 % Ruw vet 17 % Ruwe as 7 % Ruwe celstof 6 % Vocht 12 % Calcium 1,3 % Fosfor 1 % Omega-6 vetzuren 2 % Omega-3 vetzuren 2 % DHA / EPA 0,9 % / 0,7 % Glucosamine 700 mg/kg Chondroitine 900 mg/kg";"";;;;"scraped";"https://www.petsplace.nl/acana-regionals-pacifica-dog-hondenvoer-m-064992541354-pps";
"0064992543204";"Acana Regionals Ranchlands Dog Rund&Lam&Varken";"Acana";"Hond";"Droogvoer";"Alle leeftijden";"Volledig";"Verse Angus rundvlees (8%), Rauw gras gevoerd lam (7%), Vers Yorkshire varken (7%), Gedroogd rundvlees (7%), Gedroogd lamsvlees (7%), Gedroogd varkensvlees (7%), Hele groenen erwten, Hele rode linzen, Hele kikkererwten, Runder vet (5%), Verse runderlever (4%), Verse varkenslever (4%), Verse bizon (4%), Wild gevangen verse snoekbaars (4%), Hele groenen linzen, Hele pinto bonen, Hele gele erwten, Zon gedroogde alfalfa, Verse runder nier (2%), Koolvis olie (2%), Linzen vezel, Gedroogd runder kraakbeen (1%), Rauwe lamspens (1%), Gedroogde bruine zeewier, Verse pompoen, Verse muskaat pompoen, Verse pastinaak, Verse groene boerenkool, Verse spinazie, Verse mosterdplant blad, Verse raapstelen, Verse wortelen, Verse Red Delicious appels, Verse Bartlett peren, Gevriesdroogde lever (rund, lam en varken) (100%), Verse veenbessen, Verse bosbessen, Cichoreiwortel, Kurkuma, Mariadistel, kliswortel, Lavendel, Heemstwortel, Rozenbottels.";"Ruw eiwit 35 % Ruw vet 17 % Ruwe as 8,5 % Ruwe celstof 6 % Vocht 12 % Calcium 1,8 % Fosfor 1,3 % Omega-6 vetzuren 2 % Omega-3 vetzuren 1 % DHA / EPA 0,2 % / 0,2 % Glucosamine 600 mg/kg Chondroitine 800 mg/kg";"";;;;"scraped";"https://www.petsplace.nl/acana-regionals-ranchlands-dog-hondenvoer-m-064992543204-pps";
"0064992540357";"Acana Regionals Wild Prairie Dog Kip&Vis&Ei";"Acana";"Hond";"Droogvoer";"Volwassen";"Volledig";"Vers kippenvlees (8%), Vers kalkoenvlees (8%), Vers kippen orgaanvlees (lever, hart en nier) (8%), Gedroogd kippenvlees (8%), Gedroogd kalkoenvlees (8%), Gedroogde hele haring (8%), Hele groenen erwten, Hele rode linzen, Hele kikkererwten, Verse hele eieren (4%), Wild gevangen verse snoekbaars (4%), Wild gevangen verse forel (4%), Kippen vet (4%), Vers kalkoen orgaanvlees (lever, hart en nier) (3%), Hele groenen linzen, Hele pinto bonen, Hele gele erwten, Zon gedroogde alfalfa, Koolvis olie (2%), Linzen vezel, Gedroogd kippen kraakbeen (1%), Gedroogde bruine zeewier, Verse pompoen, Verse butternut squash, Verse pastinaak, Verse groene boerenkool, Verse spinazie, Vers mosterplant blad, Verse raapstelen, Verse wortelen, Verse Red Delicious appels, Verse Bartlett peren, Gevriesdroogde lever (kippen en kalkoen) (100%), Zout, Verse veenbessen, Verse bosbessen, Cichoreiwortel, Kurkuma, Mariadistel, Kliswortel, Lavendel, Heemstwortel, Rozenbottels";"Ruw eiwit 35 % Ruw vet 17 % Ruwe as 7 % Ruwe celstof 6 % Vocht 12 % Calcium 1,5 % Fosfor 1,1 % Omega-6 vetzuren 2,6 % Omega-3 vetzuren 0,9 % DHA / EPA 0,2 % / 0,2 % Glucosamine 700 mg/kg Chondroitine 1500 mg/kg";"";;;;"scraped";"https://www.petsplace.nl/acana-regionals-wild-prairie-dog-hondenvoer-m-064992540357-pps";
"0064992571207";"Acana Singles Free-Run Eend&Aardpeer";"Acana";"Hond";"Droogvoer";"Alle leeftijden";"Volledig";"Vers eenden vlees (18%), Gedroogd eenden vlees (17%), Hele groenen erwten, Hele rode linzen, Vers eenden orgaanvlees (lever, hart, nier) (7%), Eenden vet (6%), Verse Bartlett peren (4%), Hele garbanzo bonen, Hele groenen linzen, Hele gele erwten, Gedroogd eenden kraakbeen (2%), Linzen vezel, Zee algen (1,2%) (zuivere en duurzame bron van DHA en EPA), Verse Muskaat pompoen, Verse pompoen, Gedroogde bruine zeewier, Gevriesdroogde eendenlever (100%), Zout, Verse veenbessen, Verse bosbessen, Cichoreiwortel, Kurkuma, Mariadistel, Kliswortel, Lavendel, Heemstwortel, Rozenbottels.";"Ruw eiwit 31 % Ruw vet 15 % Ruwe as 7,5 % Ruwe celstof 5 % Vocht 12 % Calcium 1,3 % Fosfor 0,9 % Omega-6 vetzuren 2,2 % Omega-3 vetzuren 0,8 % DHA / EPA 1005 % / 100 % Glucosamine 1200 mg/kg Chondroitine 1000 mg/kg";"";;;;"scraped";"https://www.petsplace.nl/acana-singles-free-run-hondenvoer-m-064992571207-pps";
"0064992570170";"Acana Singles Grass-Fed Lamb Lam&Appel";"Acana";"Hond";"Droogvoer";"Alle leeftijden";"Volledig";"Rauw gras gevoerd lam (18%), Gedroogd lamsvlees (18%), Hele groenen erwten, Hele rode linzen, Rauwe lamslever (4%), Lams vet (4%), Verse Red Delicious appels (4%), Hele garbanzo bonen, Hele groenen linzen, Hele gele erwten, Rauwe lamspens (2%), Rauwe lamsnier (2%), Gedroogd lams kraakbeen (2%), Linzen vezel, Zee algen (1,2%) (zuivere en duurzame bron van DHA en EPA), Verse Muskaat pompoen, Verse pompoen, Gedroogde bruine zeewier, Gevriesdroogde lamslever (0,1%), Zout, Verse veenbessen, Verse bosbessen, Cichoreiwortel, Kurkuma, Mariadistel, Kliswortel, Lavendel, Heemstwortel, Rozenbottels.";"Ruw eiwit 31 % Ruw vet 15 % Ruwe as 7,5 % Ruwe celstof 5 % Vocht 12 % Calcium 1,5 % Fosfor 1,1 % Omega-6 vetzuren 1,8 % Omega-3 vetzuren 0,8 % DHA / EPA 0,15 % / 0,1 % Glucosamine 600 mg/kg Chondroitine 800 mg/kg";"";;;;"scraped";"https://www.petsplace.nl/acana-singles-grass-fed-lamb-hondenvoer-m-064992570170-pps";
"0064992572204";"Acana Singles Yorkshire Pork Varken&Pompoen";"Acana";"Hond";"Droogvoer";"Volwassen";"Volledig";"Vers Yorkshire varken (16%), Gedroogd varkensvlees (16%), Hele groenen erwten, Hele rode linzen, Verse varkenslever (6%), Varkensvet (6%), Verse varkensnier (4%), Verse muskaat pompoen (4%), Hele garbanzo bonen, Hele groenen linzen, Hele gele erwten, Gedroogd varkens kraakbeen (2%), Linzen vezel, Zee algen (1,2%) (zuivere en duurzame bron van DHA en EPA), Verse pompoen, Gedroogde bruine zeewier, Gevriesdroogde varkenslever (100%), Zout, Verse veenbessen, Verse bosbessen, Cichoreiwortel, Kurkuma, Mariadistel, Kliswortel, Lavendel, Heemstwortel, Rozenbottels.";"Ruw eiwit 31 % Ruw vet 15 % Ruwe as 7,5 % Ruwe celstof 5 % Vocht 12 % Calcium 1,2 % Fosfor 0,9 % Omega-6 vetzuren 2,6 % Omega-3 vetzuren 0,9 % DHA / EPA 1005 % / 100 % Glucosamine 600 mg/kg Chondroitine 800 mg/kg";"";;;;"scraped";"https://www.petsplace.nl/acana-singles-yorkshire-pork-hondenvoer-m-064992572204-pps";
"8001154127409";"Almo Nature Alu Bio Organic Single Protein 150 g";"Almo Nature";"Hond";"Natvoer";"Volwassen";"Volledig";"meat* and animal derivatives* min. 68% (100% turkey*), minerals, sunflower oil* 0,1% Additives (per kg) - nutritional additives: vit. D3 (3a671) 140 IU/kg, zinc 12 mg (zinc sulphate, monohydrate 33 mg), manganese 1 mg (manganous oxide 1,6 mg), copper 0,5 mg (cooper (II) sulphate pentahydrate 2 mg), iodine 0,3 mg (calcium iodat, anhydrous 0,5 mg)";"Ruw eiwit 8,5%, Ruwe vezels 0,3%, Ruwe oliën en vetten 5%, Ruwe as 2,5%, Vocht 82%";"150 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-alu-bio-organic-single-protein-hondenvoer-m-8001154127409-pps";
"8001154120332";"Almo Nature Alu Daily Menu Bio Adult 100 g";"Almo Nature";"Hond";"Natvoer";"Volwassen";"Volledig";"meat and animal derivatives* (beef* min. 4%), vegetables* (carrots* and peas* 4% ), cereals*, minerals, vegetable protein extracts* Additives-nutritional additives: vitamin D3 846 Ul/kg, vitamin E 507 mg/kg BIO*100% of the ingredients of agricultural origin comes from organic farming. FR-BIO-10";"Ruw eiwit 8,5%, Ruwe vezels 0,4%, Ruwe oliën en vetten 6%, Ruwe as 2%, Vocht 80%";"100 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-alu-daily-menu-bio-adult-hondenvoer-m-8001154120332-pps";
"8001154125078";"Almo Nature Blik Adult Cat Daily Menu 400 g";"Almo Nature";"Kat";"Natvoer";"Senior";"Volledig";"Vlees en dierlijke bijprodukten (waarvan 4% kalfsvlees), eieren en ei-derivaten, mineralen, plantaardig vezel extract. Additieven, voedingsadditieven: vitamina A 1415 IE / kg, Vitamine D3 150 IE / kg, Vitamine E 19 mg/kg, kopersulfaat-pentahydraat 3,2 mg/kg (Cu 0,8mg / kg). Technologische additieven: Cassia Gum 3000 mg/kg";"Ruwe vezels 0,1%, Ruwe vetten 5,5%, Ruwe as 3%, Vocht 81,5%, Ruwe eiwitten 7,5%";"400 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-blik-adult-cat-daily-menu-kattenvoer-m-8001154125078-pps";
"8001154124286";"Almo Nature Blikje Hfc Puppy - Kip 95 g";"Almo Nature";"Hond";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Kip 50%, kippenbouillon 30.7%, wortelen 5%, zoete aardappel 5%, rijst 3%, kaas 3%, zonnebloemolie 3%, gedroogd ei-product 0,3%";"Ruwe eiwit: 9%, Ruwe celstof: 0.1%, Ruw vet: 11%, Ruw as: 1%, Vocht: 76%";"95 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-blikje-hfc-puppy-hondenvoer-8001154124286-pps";
"8001154125009";"Almo Nature Cat Blik Daily Menu Blokjes 85 g";"Almo Nature";"Kat";"Natvoer";"Senior";"Volledig";"Gewicht: 85 g. Smaak: Forel.";"";"85 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-blik-daily-menu-blokjes-kattenvoer-m-8001154125009-pps";
"8001154125306";"Almo Nature Cat Blik Daily Menu Mousse 85 g";"Almo Nature";"Kat";"Natvoer";"Senior";"Volledig";"Gewicht: 85 g. Smaak: Eend.";"";"85 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-blik-daily-menu-mousse-kattenvoer-m-8001154125306-pps";
"8001154121292";"Almo Nature Cat Holistic Adult - Kalkoen 400 g";"Almo Nature";"Kat";"Droogvoer";"Volwassen";"Volledig";"Kalkoen 44% (verse kalkoen 26%, gedroogde kalkoen 18%), mais*, rijst, bruin rijstmeel, gehydroliseerde dierlijke eiwitten, kippenvet, gedroogd rundvlees 1,3%, mineralen, mannanoligosaccharides 0,1%, inuline van cichorei- een bron van FOS- 0,1%. Additieven - voedingsadditieven: vitamine A (3a672a) 17500 IU/kg, vitamine D3 (3a671) 750 IU/kg, vitamine E (3a700) 300 mg/kg, vitamine B1 (3a821) 12 mg/kg, vitamine B2 14 mg/kg, vitamine B6 (3a831) 12 mg/kg, vitamine B12 0,15 mg/kg, vitamine K3 (3a711) 1 mg/kg, foliumzuur (3a316) 1 mg/kg, calcium D-pantothenate (3a841) 20 mg/kg, biotine (3a880) 0,5 mg/kg, niacine (3a314) 25 mg/kg, choline chloride (3a890) 2660 mg/kg, Iodine 1,07 mg/kg (3b203 1,64 mg/kg), Koper 4,78 mg/kg (cupric sulphate penthahydrate 15,96 mg/kg, cupric chelaat van aminozuren hydraat 16,87 mg/kg), Mangaan 6,71 mg/kg (Mangaansulfaat-monohydraat (3b503) 20,67 mg/kg), Zink 52,5 mg/kg (zink sulfaat monohydraat (3b605) 125,74 mg/kg, Zinkchelaat van eiwithydrolysaten (3b612) 151,37 mg/kg), Selenium 0,03 mg/kg (organic selenium (3b8.10) 11,38 mg/kg), taurine 470 mg/kg.";": calcium 0,9%, phosphorus 0,6%, magnesium 0,09%, omega-3 0,28%, omega-6 3%. *No GMO Analyse Ruw eiwit 30%, Ruwe vetten 18%, Vocht 9%, Ruwe vezels 1,5%, Ruwe as 7,6%";"400 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-adult-kattenvoer-8001154121292-pps";
"8001154121346";"Almo Nature Cat Holistic Adult - Kip 2 kg";"Almo Nature";"Kat";"Droogvoer";"Volwassen";"Volledig";"Vlees en dierlijke bijproducten 56% (daarvan 26% vers gekookt kippenvlees), granen (rijst 14%, tarwe en gerst), plantaardige proteïne-extracten, olie en vetten, mineralen, manno-oligasaccharide (MOS), fructooligosaccharide (FOS). taurine 1170 mg, DL-methionine 1120 mg. Voedingsfysiologische toevoegingen per kg: vitamine A 32.760 IU, vitamine D3 2.275 IU. Anhydro-calciumjodide 1,64 mg, natriumseleniet 0,53 mg, ijzersulfaat (monohydraat) 321 mg, kopersulfaat (pentahydraat) 42 mg, aminozuren koperchelaat (gehydrateerd) 53 mg, aminozuren zinkchelaat (gehydrateerd) 356 mg, mangaan sulfaat (monohydraat) 117 mg, zinksulfaat (monohydraat) 296 mg, Aminozuren IJzerchelaat (gehydrateerd) 21 mg.";"";"2 kg";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-adult-kattenvoer-8001154121346-pps";
"8001154121278";"Almo Nature Cat Holistic Adult - Kip 400 g";"Almo Nature";"Kat";"Droogvoer";"Volwassen";"Volledig";"Kip 46% (verse kip 26%, gedroogde kip 20%), mais*, rijst, bruine rijstmeel, gehydrolyseerde dierlijke eiwitten, kippenvet, gedroogd rundvlees 1,3%, mineralen, mannanoligosaccharides 0,1%, inuline van cichorei – een bron van FOS- 0,1%. *No GMO. Additieven - voedingsadditieven: vitamine A (3a672a) 17500 IU/kg, vitamine D3 (3a671) 750 IU/kg, vitamine E (3a700) 300 mg/kg, vitamine B1 (3a821) 12 mg/kg, vitamine B2 14 mg/kg, vitamine B6 (3a831) 12 mg/kg, vitamine B12 0,15 mg/kg, vitamine K3 (3a711) 1 mg/kg, foliumzuur (3a316) 1 mg/kg, calcium D-pantothenate (3a841) 20 mg/kg, biotine (3a880) 0,5 mg/kg, niacine (3a314) 25 mg/kg, choline chloride (3a890) 2660 mg/kg, Iodine 1,07 mg/kg (3b203 1,64 mg/kg), Koper 4,78 mg/kg (cupric sulphate penthahydrate 15,96 mg/kg cupric chelaat van aminozuren hydraat 16,87 mg/kg), Mangaan 6,71 mg/kg (Mangaansulfaat-monohydraat (3b503) 20,67 mg/kg), Zink 52,5 mg/kg (Zinksulfaat monohydraat (3b605) 125,74 mg/kg, Zinkchelaat van eiwithydrolysaten (3b612) 151,37 mg/kg), Selenium 0,03 mg/kg (organisch selenium (3b8.10) 11,38 mg/kg), taurine 470 mg/kg.";": calcium 1,5%, fosfor 1,1%, magnesium 0,11%, omega-3 0,29%, omega-6 3,1%. Analyse Ruw eiwit 32%, Ruwe vetten 16%, Vocht 9%, Ruwe vezels 1,5%, Ruwe as 7,2%";"400 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-adult-kattenvoer-8001154121278-pps";
"8001154125450";"Almo Nature Cat Holistic Adult - Rund Rijst 400 g Holistic";"Almo Nature";"Kat";"Droogvoer";"Volwassen";"Volledig";"Rund 31,3% (vers rundvlees 26%, gedroogd rundvlees 5,3%), mais*, gedroogde kip 16,5%, rijst, bruin rijstmeel, gehydroliseerde dierlijke eiwitten, kippenvet, zalmolie**, mineralen, mannanoligosaccharides 0,1%, inuline from cichorei – een bron van FOS- 0,1%. Additieven - voedingsadditieven: vitamine A (3a672a) 17500 IU/kg, vitamine D3 (3a671) 750 IU/kg, vitamine E (3a700) 300 mg/kg, vitamine B1 (3a821) 12 mg/kg, vitamine B2 14 mg/kg, vitamine B6 (3a831) 12 mg/kg, vitamin B12 0,15 mg/kg, vitamine K3 (3a711) 1 mg/kg, foliumzuur (3a316) 1 mg/kg, calcium D-pantothenate (3a841) 20 mg/kg, biotine (3a880) 0,5 mg/kg, niacine (3a314) 25 mg/kg, choline chloride (3a890) 2660 mg/kg, Iodine 1,07 mg/kg (3b203 1,64 mg/kg), Koper 4,78 mg/kg (cupric sulphate penthahydrate 15,96 mg/kg, cupric chelaat van aminozuren hydraat 16,87 mg/kg), Mangaan 6,71 mg/kg (Mangaansulfaat-monohydraat (3b503) 20,67 mg/kg), Zink 52,5 mg/kg (zink sulfaat monohydraat (3b605) 125,74 mg/kg, Zinkchelaat van eiwithydrolysaten (3b612) 151,37 mg/kg), Selenium 0,03 mg/kg (organisch selenium (3b8.10) 11,38 mg/kg), taurine 390 mg/kg.";": calcium 1,7%, fosfor 1,1%, magnesium 0,11%, omega-3 0,43%, omega-6 2,2%. *No GMO. **Natuurlijke bron van Omega-3. Analyse Ruw eiwit 31%, Ruwe vetten 15%, Vocht 9%, Ruwe vezels 1,5%, Ruwe as 7,5%";"400 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-adult-kattenvoer-8001154125450-pps";
"8001154121339";"Almo Nature Cat Holistic Adult - Vis 2 kg";"Almo Nature";"Kat";"Droogvoer";"Volwassen";"Volledig";"Type: Holistic. Gewicht: 2 kg. Smaak: Vis&Rijst.";"Vis en dierlijke bijproducten (25% verse witte vis), granen (14% rijst), plantaardige eiwit extracten, oliën en vetten, mineralen, plantaardige bijproducten (inuline uit cichorei, een bron van FOS 0,1%), mannan-oligosachariden. Voedingsfysiologische toevoegingen per kg: Vitamine A (25.000 IE/kg), vitamine D3 (1,400 IE/kg), vitamine E (300 mg/kg), vitamine B1 (12 mg/kg), vitamine B2 (14 mg/kg), calcium-D-Pantothenat (20 mg/kg), vitamine B6 (12 mg/kg), vitamine B12 (0,15 mg/kg), biotine (0,50 mg/kg), Niacine (25 mg/ kg), Folsäure (1 mg/kg), taurine (1,000 mg/kg), DL-methionine (500 mg/kg), Kopersulfaat (32 mg/kg), koperchelaat van Aminosäurehydrat (33 mg/kg), calcium jodaat, watervrij (1,64 mg/kg), zinksulfaat monohydraat (222 mg/kg), zinkchelaat van Aminosäurehydrat (267 mg/kg), mangaansulfaat monohydraat (20 mg/kg), organische selenium (80 mg/kg).";"2 kg";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-adult-kattenvoer-8001154121339-pps";
"8001154121261";"Almo Nature Cat Holistic Adult - Vis 400 g";"Almo Nature";"Kat";"Droogvoer";"Volwassen";"Volledig";"Verse ansjovis* 26%, mais**, gedroogde kip 19,2%, rijst, kippenvet, mais eiwitten**, gehydrolyseerde dierlijke eiwitten, bruin rijstmeel, vocht, mannanoligosacchariden 0,1%, inuline van cichorei – een bron van FOS- 0,1%. Additieven - voedingsadditieven: vitamine A (3a672a) 17500 IU/kg, vitamine D3 (3a671) 750 IU/kg, vitamine E (3a700) 300 mg/kg, vitamine B1 (3a821) 12 mg/kg, vitamine B2 14 mg/kg, vitamine B6 (3a831) 12 mg/kg, vitamine B12 0,15 mg/kg, vitamine K3 (3a711) 1 mg/kg, foliumzuur (3a316) 1 mg/kg, calcium D-pantothenate (3a841) 20 mg/kg, biotine (3a880) 0,5 mg/kg, niacine (3a314) 25 mg/kg, choline chloride (3a890) 2730 mg/kg, Iodine 1,07 mg/kg (3b203 1,64 mg/kg), Koper 4,78 mg/kg (cupric sulphate penthahydrate 15,96 mg/kg, cupric chelaat van aminozuren hydraat 16,87 mg/kg), Mangaan 6,71 mg/kg (Mangaansulfaat-monohydraat (3b503) 20,67 mg/kg), Zink 52,5 mg/kg (zink sulfaat monohydraat (3b605) 125,74 mg/kg, Zinkchelaat van eiwithydrolysaten (3b612) 151,37 mg/kg), Selenium 0,03 mg/kg (organisch selenium (3b8.10) 11,38 mg/kg), taurine 500 mg/kg.";"Ruw eiwit 32%, Ruwe vetten 17%, Vocht 9%, Ruwe vezels 1,5%, Ruwe as 8,5%";"400 g";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-adult-kattenvoer-8001154121261-pps";
"8001154121674";"Almo Nature Cat Holistic Kitten";"Almo Nature";"Kat";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Kip 49% (verse kip 26%, gedroogde kip 23%), rijst, mais*, bruin rijstmeel, kippenvet, mais eiwitten*, gehydroliseerde dierlijke eiwitten, mineralen, zalmolie**, mannanoligosacchariden 0,1%, inuline van cichorei – een bron van FOS- 0,1%. Additieven - voedingsadditieven: vitamine A (3a672a) 17500 IU/kg, vitamine D3 (3a671) 750 IU/kg, vitamine E (3a700) 300 mg/kg, vitamine B1 (3a821) 12 mg/kg, vitamine B2 14 mg/kg, vitamine B6 (3a831) 12 mg/kg, vitamine B12 0,15 mg/kg, vitamine K3 (3a711) 1 mg/kg, foliumzuur (3a316) 1 mg/kg, calcium D-pantothenate (3a841) 20 mg/kg, biotine (3a880) 0,5 mg/kg, niacine (3a314) 25 mg/kg, choline chloride (3a890) 2660 mg/kg, DL-methionine 720 mg/kg, Iodine 1,07 mg/kg (3b203 1,64 mg/kg), Koper 4,78 mg/kg (cuprisulfaat-pentahydraat 15,96 mg/kg, cupric chelaat van aminozuren hydraat 16,87 mg/kg), Mangaan 6,71 mg/kg (Mangaansulfaat-monohydraat (3b503) 20,67 mg/kg), Zink 52,5 mg/kg (zink sulfaat monohydraat (3b605) 125,74 mg/kg, Zinkchelaat van eiwithydrolysaten (3b612) 151,37 mg/kg), Selenium 0,03 mg/kg (organisch selenium (3b8.10) 11,38 mg/kg), taurine 460 mg/kg.";": calcium 1,5%, fosfor 1,1%, magnesium 0,11%, omega-3 0,36%, omega-6 3,5%. *No GMO. ** Natuurlijke bron van Omega-3. Analyse Ruw eiwit 33%, Ruwe vetten 17%, Vocht 9%, Ruwe vezels 1,5%, Ruwe as 6,9%";"";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-kitten-kattenvoer-m-8001154121674-pps";
"8001154121698";"Almo Nature Cat Holistic Kitten - Kip 2 kg";"Almo Nature";"Kat";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Type: Holistic. Gewicht: 2 kg. Smaak: Kip&Rijst.";"Vlees en dierlijke nevenproducten (14% vers gekookte kip), granen(14% rijst, tarwe, gerst), plantaardige eiwitextract, olie en vetten, manno-oligosaccharide, frustooligosaccharide en mineralen. Taurine 1.170 mg, DL-methionine 1.120 mg, vitamine A 32.760 IU, vitamine D3 2.275 IU, vitamine E 210 mg. Spoorelementen: Anhydro-calciumjodide 1,64 mg, natriumseleniet 0,53 mg, ijzersulfaat (monohydraat) 321 mg, kopersulfaat (pentahydraat) 42 mg, aminozuren koperchelaat (gehydrateerd) 53 mg, aminozuren zinkchelaat (gehydrateerd) 356 mg, mangaansulfaat (monoydraat) 117 mg, zinksulfaat (monohydraat) 296 mg, aminozuren ijzerchelaat, (gehydrateerd) 21 mg.";"2 kg";;;;"scraped";"https://www.petsplace.nl/almo-nature-cat-holistic-kitten-kattenvoer-8001154121698-pps";
