"ean";"naam";"merk";"doeldier";"voertype";"levensfase";"categorie";"ingredienten";"analyse";"verpakking";"prijs";"bol_url";"afbeelding";"bron";"url";"opmerking"
"8713447010229";"Fokker Dog Fish-Fit Zalm";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïs, gedroogde zalm (43% zalm gerehydrateerd), rijst (15%), dierlijk vet, gedroogde bietenpulp, biergist, zalmolie (1%) , lijnzaadolie, lecithine, glucosamine, chondroïtine, taurine.";"Ruw eiwit 24%, Ruwe oliën en vetten 13%, Ruwe celstof 2%, Ruwe as 4%, Calcium 0,9%, Fosfor 0,8% , Omega 3 5g, Omega 6 30g, Lectine 3000mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-fish-fit-hondenvoer-m-8713447010229-pps";
"8713447025254";"Fokker Dog Meat Roll";"Fokker";"Hond";"Natvoer";"Volwassen";"Volledig";"Kip 59%, Rund 20%, Rijst 15%, Zalm 4%, Vitaminen en mineralen, Zalmolie 0,5%, Dicalciumfosfaat 0,5%.";"Ruw eiwit 13%, ruwe oliën en vetten 11,7%, ruwe celstof 2,2%, ruwe as 2,4%, calcium 0,6%, fosfor 0,4%, vocht 56,2%, energiewaarde 1615 kcal, vitamine A 5000 IU, vitamine D3 500 IU, ijzer 25 mg, jodium 0,75 mg, koper 2,5 mg, mangaan 5 mg, taurine 0,075 mg/kg, selenium 50 mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-meat-roll-hondenvoer-8713447025803-pps";
"8713447024356";"Fokker Dog Meat Roll - Lam 350 g";"Fokker";"Hond";"Natvoer";"Volwassen";"Volledig";"Lam 74,9%, zalm 4,7%, rijst 17,55, zalmolie 0,6%, vitaminen en mineralen.";"Vocht 62,2%, ruw eiwit 11,8%, ruw vet 8,1%, ruwe celstof 1,5%, ruwe as 1,3%,calcium 1,5%, fosfor 0,8%, natrium 0,2%";"350 g";;;;"scraped";"https://www.petsplace.nl/fokker-dog-meat-roll-hondenvoer-8713447024356-pps";
"8713447024806";"Fokker Dog Meat Roll - Lam 800 g";"Fokker";"Hond";"Natvoer";"Volwassen";"Volledig";"Lam 74,9%, zalm 4,7%, rijst 17,55, zalmolie 0,6%, vitaminen en mineralen.";"Vocht 62,2%, ruw eiwit 11,8%, ruw vet 8,1%, ruwe celstof 1,5%, ruwe as 1,3%,calcium 1,5%, fosfor 0,8%, natrium 0,2%";"800 g";;;;"scraped";"https://www.petsplace.nl/fokker-dog-meat-roll-hondenvoer-8713447024806-pps";
"8713447016221";"Fokker Dog Nutri-Fit L Kip";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïs, gedroogd gevogelte (28% kip gedehydrateerd), rijst (14%), dierlijk eiwitextract, gevogeltevet, gerst, gehydrolyseerde kippenlever, gedroogd johannesbrood, gedroogde vis (4% vis gedehydrateerd (ansjovis)), gedroogde bietenpulp, mineralen, lecithine, biergist, zalmolie (1%), lijnzaadolie, chondroïtine, glucosamine, L-carnitine, taurine.";"Ruw eiwit 26%, Ruwe oliën en vetten 18%, Ruwe celstof 2%, Ruwe as 5%, Calcium 1,1%, Fosfor 1,1% , Omega 3 8g, Omega 6 30g, Lecithine 3000mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-nutri-fit-l-hondenvoer-m-8713447016221-pps";
"8713447011226";"Fokker Dog Nutri-Fit M Kip";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïs, gedroogd gevogelte (30% kip gedehydrateerd), rijst (14%), dierlijk eiwitextract, gerst, gevogeltevet, gedroogd johannesbrood, gehydrolyseerde kippenlever, gedroogde vis (4% vis gedehydrateerd (ansjovis)), mineralen, lecithine, biergist, gedroogde bietenpulp, zalmolie (1%), lijnzaadolie, eipoeder, inuline (0,2%) (bron van FOS), L-carnitine, taurine.";"Ruw eiwit 25%, Ruwe oliën en vetten 15%, Ruwe celstof 2%, Ruwe as 5%, Calcium 1%, Fosfor 0,8% , Omega 3 8g, Omega 6 30g, Lecithine 5000mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-nutri-fit-m-hondenvoer-m-8713447011226-pps";
"8713447017228";"Fokker Dog Nutri-Fit S Kip";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Maïs, gedroogd gevogelte (30% kip gedehydrateerd), rijst (14%), dierlijk eiwitextract, gerst, gevogeltevet, gedroogd johannesbrood, gehydrolyseerde kippenlever, gedroogde vis (4% vis gedehydrateerd (ansjovis)), mineralen, lecithine, biergist, gedroogde bietenpulp, zalmolie (1%), lijnzaadolie, eipoeder, inuline (bron van FOS), L-carnitine, taurine.";"Ruw eiwit 25%, Ruwe oliën en vetten 15%, Ruwe celstof 2%, Ruwe as 5%, Calcium 1%, Fosfor 0,8% , Omega 3 8g, Omega 6 30g, Lecithine 5000mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-nutri-fit-s-hondenvoer-m-8713447017228-pps";
"8713447014807";"Fokker Dog Opti-Grow L Kip";"Fokker";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedroogd gevogelte (33% kip gedehydrateerd), mais, rijst (14%), gerst, gevogeltevet, dierlijk eiwitextract, gehydrolyseerde kippenlever, eipoeder (8% ei gedehydrateerd), gedroogd johannesbrood, lijnzaad, lignocellulose, biergist, gedroogde bietenpulp, mineralen, lecithine, zalmolie, chondroïne, glucosamine, L-carnitine, taurine";"Ruw eiwit28 %Ruwe oliën en vetten16 %Ruw celstof3,5 %Ruwe as5 %Calcium0,9 %Fosfor0,7 %Omega 38 gOmega 624 gLectine4000 gEnergie waarde3665 k cal";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-opti-grow-l-hondenvoer-m-8713447014807-pps";
"8713447018805";"Fokker Dog Opti-Grow M Kip";"Fokker";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedroogd gevogelte (26% kip gedehydrateerd), mais, dierlijk eiwitextract, gerst, gevogeltevet, rijst (14%), gehydrolyseerde kippenlever, gedroogd johannesbrood, gedroogde bietenpulp, lijnzaadolie , lignocellulose, mineralen, lecithine, biergist, zalmolie (1%), eipoeder, chondroïne, glucosamine, L-carnitine, taurine";"Ruw eiwit32 %Ruwe oliën en vetten18 %Ruw celstof3,5 %Ruwe as5 %Calcium1 %Fosfor0,8 %Omega 38 gOmega 627 gEnergie waarde3935 k cal";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-opti-grow-m-hondenvoer-m-8713447018805-pps";
"8713447013800";"Fokker Dog Opti-Grow S Kip";"Fokker";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gedroogd gevogelte (25% kip gedehydrateerd), mais, gevogeltevet, rijst (14%), dierlijk eiwitextract, gerst, gehydrolyseerde kippenlever, gedroogd johannesbrood, lijnzaadolie, gedroogde bietenpulp, zalmolie (1%), mineralen, lecithine, biergist, eipoeder, taurine";"Ruw eiwit30 %Ruwe oliën en vetten22 %Ruw celstof2 %Ruwe as5 %Calcium1,1 %Fosfor0,8 %Omega 38 gOmega 634,5 gLectine5000 gEnergie waarde4115 k cal";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-opti-grow-s-hondenvoer-m-8713447013800-pps";
"8713447058207";"Fokker Dog Regular K9 - 20 kg";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Mais, gevogeltevleesmeel (48,5% gerehydrateerde kip), gevogeltevet, bietenpulp,vlees- en beendermeel, gehydrolyseerde dierlijke eiwitten, natriumchloride.";"Ruw eiwit 25%, Ruwe oliën en vetten 15%, Ruwe celstof 2,5%, Ruwe as 9,2%, Calcium 2%, Forfor 1,2%, Natruim 0,35%, Magnesium 0,12%";"20 kg";;;;"scraped";"https://www.petsplace.nl/fokker-dog-regular-k9-hondenvoer-8713447058207-pps";
"8713447020228";"Fokker Dog Sensi-Fit Lam";"Fokker";"Hond";"Droogvoer";"Alle leeftijden";"Volledig";"Gedroogd lam (30% lam gedehydrateerd), maïs, rijst (14%), gerst, erwten, dierlijk vet, gedroogde vis (4% vis gedehydrateerd (ansjovis)), gedroogde bietenpulp, gehydrolyseerde kippenlever, gedroogd johannesbrood, zalmolie (1%), biergist, mineralen, lecithine, lijnzaadolie, eipoeder, inuline (bron van FOS), glucosamine, chondroïtine, L-carnitine, taurine.";"Ruw eiwit 24%, Ruwe oliën en vetten 14%, Ruwe celstof 2,5%, Ruwe as 6,5%, Calcium 1,5%, Fosfor 1,1% , Omega 3 8g, Omega 6 23g, Lecithine 4000mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-sensi-fit-hondenvoer-m-8713447020228-pps";
"8713447036021";"Fokker Dog Special-Fit 3 - 2.5 kg";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gedroogde kip (63% kip gedehydrateerd), maïs, rijst (14%), gerst, gevogeltevet, maïsgluten, lijnzaad, biergist, eipoeder, gedroogde bietenpulp, zalmolie, inuline (bron van FOS), glucosamine, chondroïtine.";"Ruw eiwit 28%, Ruwe oliën en vetten 16%, Ruwe celstof 2,1%, Ruwe as 6%, calcium 1,3%, fosfor 1%.";"2.5 kg";;;;"scraped";"https://www.petsplace.nl/fokker-dog-special-fit-3-hondenvoer-8713447036021-pps";
"8713447037028";"Fokker Dog Special-Fit 4";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Rijst, gedroogde kalkoen (42% kalkoen gedehydrateerd) , gevogeltevet, gedroogde bietenpulp, lijnzaad, gedroogde vis (2% vis gedehydrateerd), biergist glucosamine, Chondroitine";"Ruw eiwit 22%, Ruwe oliën en vetten 12%, Ruwe celstof 2,5%, Ruwe as 6%, calcium 1,4%, fosfor 0,8%, lecithine 4000 mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-special-fit-4-hondenvoer-m-8713447037028-pps";
"8713447015224";"Fokker Dog Weight-Fit Kip";"Fokker";"Hond";"Droogvoer";"Alle leeftijden";"Volledig";"Gerst, gedroogd gevogelte (32% kip gedehydrateerd), maïs, rijst (14%), lignocellulose, dierlijk eiwitextract, gevogeltevet, gehydrolyseerde kippenlever, gedroogde bietenpulp, gedroogd johannesbrood, biergist, zalmolie (1%), gedroogde vis, mineralen, lecithine, eipoeder, inuline (bron van FOS), chondroitine, glucosamine, L-carnitine, taurine.";"Ruw eiwit 23%, Ruwe oliën en vetten 10%, Ruwe celstof 10%, Ruwe as 4,5%, Calcium 0,9%, Fosfor 0,7% , Omega 3 8g, Omega 6 18g, Lecithine 3000mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-dog-weight-fit-hondenvoer-m-8713447015224-pps";
"8713447041759";"Fokker Kat Adult Gevogelte&Rijst";"Fokker";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 750 g. Smaak: Gevogelte&Rijst.";"";"";;;;"scraped";"https://www.petsplace.nl/fokker-kat-adult-kattenvoer-m-8713447041759-pps";
"8713447040752";"Fokker Kat Kitten Vis&Rijst";"Fokker";"Kat";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Gewicht: 750 g. Smaak: Vis&Rijst.";"";"";;;;"scraped";"https://www.petsplace.nl/fokker-kat-kitten-kattenvoer-m-8713447040752-pps";
"8713447043753";"Fokker Kat Light Gevogelte&Rijst";"Fokker";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 750 g. Smaak: Gevogelte&Rijst.";"";"";;;;"scraped";"https://www.petsplace.nl/fokker-kat-light-kattenvoer-m-8713447043753-pps";
"8713447042756";"Fokker Kat Sensible Lam&Rijst";"Fokker";"Kat";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 750 g. Smaak: Lam&Rijst.";"";"";;;;"scraped";"https://www.petsplace.nl/fokker-kat-sensible-kattenvoer-m-8713447042756-pps";
"8713447015026";"Fokker Light - Gevogelte Rijst 2.5 kg";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gewicht: 2.5 kg. Smaak: Gevogelte&Rijst.";"Gerst, gevogeltemeel (min 14%), mais, rijst (14%), lignocellulose, vetkanenmeel, gevogeltevet, gehydrolyseerde dierlijke eiwitten, lijnzaad, johannesbrood, bietenpulp, mineralen, gist, zalmolie (bron van DHA/EPA), vismeel, eipoeder, lecithine, inuline, chondroitine, glucosamine, L-carnitine, taurine.";"2.5 kg";;;;"scraped";"https://www.petsplace.nl/fokker-light-hondenvoer-8713447015026-pps";
"8713447021355";"Fokker Meatroll - Kip Zalm 350 g";"Fokker";"Hond";"Natvoer";"Volwassen";"Volledig";"Kip 74,9%, Rijst 17,5%, Zalm 4,7%, Zalmolie 0,6%, Vitaminen en mineralen.";"Vocht 58,6%, ruw eiwit 9,8%, ruw vet 11,1%, ruwe celstof 2,5%, ruwe as 5,3%,calcium 1,7%, fosfor 1%, natrium 0,4%";"350 g";;;;"scraped";"https://www.petsplace.nl/fokker-meatroll-hondenvoer-8713447021355-pps";
"8713447021805";"Fokker Meatroll - Kip Zalm 800 g";"Fokker";"Hond";"Natvoer";"Volwassen";"Volledig";"Kip 74,9%, Rijst 17,5%, Zalm 4,7%, Zalmolie 0,6%, Vitaminen en mineralen.";"Vocht 58,6%, ruw eiwit 9,8%, ruw vet 11,1%, ruwe celstof 2,5%, ruwe as 5,3%,calcium 1,7%, fosfor 1%, natrium 0,4%";"800 g";;;;"scraped";"https://www.petsplace.nl/fokker-meatroll-hondenvoer-8713447021805-pps";
"8713447021027";"Fokker Plus Fresh Meat Kip&Aardappel";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Kip (58% kip gedehydrateerd, waarvan 20% vers verwerkt), aardappelsnippers, aardappelzetmeel, erwten, zoete aardappels, eipoeder, dierlijk vet, lijnzaad, johannesbrood, mineralen, zalmolie (bron van DHA/EPA), tomaat, cranberry, gist, lecithine, L-carnitine, taurine, yucca, chondroitine, glucosamine(58% kip gedehydrateerd, waarvan 20% vers verwerkt), aardappelsnippers, aardappelzetmeel, erwten, zoete aardappels, eipoeder, dierlijk vet, lijnzaad, johannesbrood, mineralen, zalmolie (bron van DHA/EPA), tomaat, cranberry, gist, lecithine, L-carnitine, taurine, yucca, chondroitine, glucosamine";"Ruw eiwit 25%, Ruwe oliën en vetten 13%, Ruwe celstof 5,5%, Ruwe as 6,6%, Calcium 1,3%, Fosfor 1,1% , Omega 3 6,5g, Omega 6 14g, Lecithine 3000mg, EPA 0,2%, DHA 0,3%.";"";;;;"scraped";"https://www.petsplace.nl/fokker-plus-fresh-meat-hondenvoer-m-8713447021027-pps";
"8713447026022";"Fokker Press Fit";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Ontsloten mais, gedroogde kip (42% kip gedehydrateerd) , gevogeltevet, gedroogde vis, gedroogd rund/varken, lijnzaad, zalmolie, eipoeder, inuline (bron van FOS), glucosamine, chondroitine";"Ruw Eiwit 26%, Ruwe Olieen en vetten 16%, Ruwe Celstof 2%, Ruwe as 6,5%, Calcium 1,3%, Fosfor 0,8%, Vitamine A (3a672a) 18000 IE, Vitamine D3 (3a671) 1800 IE, Vitamine E (3a700) 200 mg, Ijzer (3b103) 50 mg., Jodium (3b103) 1,5 mg, Koper (3B405) 5 mg, Mangaan (3b502) 35 mg, Zink (3b605 65 mg, Taurine 100 mg, L-Carnitine 300 mg, Lecithine 2000mg, Energiewaarde 3820 kcal/kg ME, bevat Anti oxidanten";"";;;;"scraped";"https://www.petsplace.nl/fokker-press-fit-hondenvoer-m-8713447026022-pps";
"8713447013039";"Fokker Puppy/Junior S Gevogelte&Rijst";"Fokker";"Hond";"Droogvoer";"Jong (puppy/kitten)";"Volledig";"Type: (2-10kg). Gewicht: 3 kg. Smaak: Gevogelte&Rijst. Samenstelling: gevogeltemeel (min 14% kip), dierlijk vet, rijst (min. 14%), mais, maisglutenmeel, gerst, bietenpulp, johannesbrood, gist, gevogeltelever hydrolysaat, lijnzaad, atriumchloride, lecithine, mineralen & vitaminen, visolie, gevogelte-hydrolysaat, eipoeder, choline chloride, manan oligo sacchariden, fructo oligo sacchariden, vitamine E, vitamine C. Aanbeveling Geef het voer droog. Het product is klaar om geserveerd te worden. Zorg dat er altijd vers en schoon drinkwater beschikbaar is. De te geven hoeveelheden zijn richtlijnen, die mede afhankelijk zijn van activiteit, ras en omgeving. Verdeel de te geven hoeveelheden over meerdere maaltijden per dag. Is Fokker nieuw voor je hond, schakel dan geleidelijk over. Koel en droog bewaren.";"";"";;;;"scraped";"https://www.petsplace.nl/fokker-puppy-junior-s-hondenvoer-m-8713447013039-pps";
"8713447034027";"Fokker Special-Fit 1 - 2.5 kg";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gedroogde kip (36% kip gedehydrateerd), maïs, rijst (14%), gerst, gevogeltevet, gedroogde lam (8% lam gedehydrateerd), gedroogde bietenpulp, mineralen, biergist, lignocelluose, lijnzaad, eipoeder, zalmolie, lecithine, inuline (bron van FOS), Yucca Schidegera.";"Ruw eiwit 26%, Ruwe oliën en vetten 18%, Ruwe celstof 2,5%, Ruwe as 6%, calcium 1,2%, fosfor 0,8%.";"2.5 kg";;;;"scraped";"https://www.petsplace.nl/fokker-special-fit-1-hondenvoer-8713447034027-pps";
"8713447035024";"Fokker Special-Fit 2 - 2.5 kg";"Fokker";"Hond";"Droogvoer";"Volwassen";"Volledig";"Gedroogde kip (58% kip gedehydrateerd), maïs, rijst (14%), gerst, gevogeltevet, gedroogde bietenpulp, mineralen, biergist, lijnzaad, eipoeder, zalmolie(1%), inuline (bron van FOS), lecithine, chondroïtine, glucosamine, Yucca Schidegera.";"Ruw eiwit 27%, Ruwe oliën en vetten 15%, Ruwe celstof 2,5%, Ruwe as 6%, calcium 1,2%, fosfor 0,8%.";"2.5 kg";;;;"scraped";"https://www.petsplace.nl/fokker-special-fit-2-hondenvoer-8713447035024-pps";
"8713447049021";"Fokker Steri-Fit Skin & Coat";"Fokker";"Kat";"Droogvoer";"Volwassen";"Volledig";"Varken eiwitextract (63% varken gedehydrateerd) , mais, rijst, erwten, gevogeltevet, lignocellulose (4%), lijnzaad, mineralen, biergist, zalmolie (0,5%), inuline (bron van FOS) 0,3%), gedroogde cranberries (0,1%), yucca schidigera (0,02%)";"Ruw eiwit 36%, Ruwe oliën en vetten 12%, Ruwe celstof 4,2%, Ruwe as 4,5%, Calcium 0,7%, Forfor 0,7%, Magnesium 0,09%, Natirum 0,28%, Kalium 0,5%, Chloride 0,25%, Zwavel 0,41%, Lecithine 5000mg.";"";;;;"scraped";"https://www.petsplace.nl/fokker-steri-fit-skin-coat-kattenvoer-m-8713447049021-pps";
"8718309618124";"Frama Nier/Blaas Formule - Supplement - 60 tab";"Frama";"Hond";"Droogvoer";"Alle leeftijden";"Dieetvoer (dierenarts)";"";"";"";;;;"scraped";"https://www.petsplace.nl/frama-nier-blaas-formule-supplement-8718309618124-pps";
"5900951315305";"Frolic Droog - Rund 1.5 kg";"Frolic";"Hond";"Droogvoer";"Volwassen";"Volledig";"Samenstelling: granen* (waarvan volkorentarwe 12%), vlees en dierlijke bijproducten (waarvan vers rund 4%*), oliën en vetten, plantaardige bijproducten (waarvan gedroogde bietenpulp 3%*), mineralen, groenten* (waarvan gedroogde worteltjes 0.5%, wat gelijk staat aan worteltjes 4%). *Natuurlijke ingrediënten.";"Analytische bestanddelen (%): eiwit: 20.0, vetgehalte: 11.5, anorganische stof: 5.8, ruwe celstof: 2.0, vocht: 17.0, energiewaarde: 339 kcal/100 g.";"1.5 kg";;;;"scraped";"https://www.petsplace.nl/frolic-droog-hondenvoer-5900951315305-pps";
"5900951315282";"Frolic Droog Gevogelte - 1.5 kg";"Frolic";"Hond";"Droogvoer";"Volwassen";"Volledig";"Samenstelling: granen* (waarvan volkorentarwe 12%), vlees en dierlijke bijproducten (waarvan vers gevogelte 4%*), oliën en vetten, plantaardige bijproducten (waarvan gedroogde bietenpulp 3%*), mineralen, groenten* (waarvan gedroogde worteltjes 0.5%, wat gelijk staat aan worteltjes 4%). *Natuurlijke ingrediënten.";"Analytische bestanddelen (%): eiwit: 20.0, vetgehalte: 11.5, anorganische stof: 5.6, ruwe celstof: 2.0, vocht: 17.0, energiewaarde: 339 kcal/100 g.";"1.5 kg";;;;"scraped";"https://www.petsplace.nl/frolic-droog-gevogelte-hondenvoer-5900951315282-pps";
"5900951315350";"Frolic Droog Mini - Rund 800 g";"Frolic";"Hond";"Droogvoer";"Volwassen";"Volledig";"Samenstelling: granen* (waarvan volkorentarwe 12%), vlees en dierlijke bijproducten (waarvan vers rund 4%*), oliën en vetten, plantaardige bijproducten (waarvan gedroogde bietenpulp 3%*), mineralen, groenten* (waarvan gedroogde worteltjes 0.5%, wat gelijk staat aan worteltjes 4%). *Natuurlijke ingrediënten.";"Analytische bestanddelen (%): eiwit: 20.0, vetgehalte: 11.5, anorganische stof: 5.8, ruwe celstof: 2.0, vocht: 17.0, energiewaarde: 339 kcal/100 g.";"800 g";;;;"scraped";"https://www.petsplace.nl/frolic-droog-mini-hondenvoer-5900951315350-pps";
"5900951315374";"Frolic Droog Mini Gevogelte - 800 g";"Frolic";"Hond";"Droogvoer";"Volwassen";"Volledig";"Samenstelling: granen* (waarvan volkorentarwe 12%), vlees en dierlijke bijproducten (waarvan vers gevogelte 4%*), oliën en vetten, plantaardige bijproducten (waarvan gedroogde bietenpulp 3%*), mineralen, groenten* (waarvan gedroogde worteltjes 0.5%, wat gelijk staat aan worteltjes 4%). *Natuurlijke ingrediënten.";"Analytische bestanddelen (%): eiwit: 20.0, vetgehalte: 11.5, anorganische stof: 5.6, ruwe celstof: 2.0, vocht: 17.0, energiewaarde: 339 kcal/100 g.";"800 g";;;;"scraped";"https://www.petsplace.nl/frolic-droog-mini-gevogelte-hondenvoer-5900951315374-pps";
"5900951315237";"Frolic Droog Rund - 2.6 kg";"Frolic";"Hond";"Droogvoer";"Volwassen";"Volledig";"Samenstelling: granen* (waarvan volkorentarwe 12%), vlees en dierlijke bijproducten (waarvan vers rund 4%*), oliën en vetten, plantaardige bijproducten (waarvan gedroogde bietenpulp 3%*), mineralen, groenten* (waarvan gedroogde worteltjes 0.5%, wat gelijk staat aan worteltjes 4%). *Natuurlijke ingrediënten.";"Analytische bestanddelen (%): eiwit: 20.0, vetgehalte: 11.5, anorganische stof: 5.8, ruwe celstof: 2.0, vocht: 17.0, energiewaarde: 339 kcal/100 g.";"2.6 kg";;;;"scraped";"https://www.petsplace.nl/frolic-droog-rund-hondenvoer-5900951315237-pps";
"4002064430751";"Gimcat Near Nature 85 g";"GimCat";"Kat";"Natvoer";"Volwassen";"Volledig";"Kippenvlees, -spiermaag, -lever, -hart 70 %, vleesbouillon 23,5 %, eiwit, gedroogd 5 %, mineralen 0,5 %, lijnzaadolie 0,5 %, eierschalen, gedroogd 0,4 %, gerstegras, gedroogd 0,1 %.";"Eiwit 14,5%, Vetgehalte 7,0%, ruwe celstof 0,3%, ruw as 2,0%, Vocht 75,0%";"85 g";;;;"scraped";"https://www.petsplace.nl/gimcat-near-nature-kattenvoer-m-4002064430751-pps";
"4002064414188";"Gimcat Shinycat - In Jelly 70 g";"GimCat";"Kat";"Natvoer";"Volwassen";"Volledig";"Tonijn (45%), kaas (4%), rijst, kaliumchloride.";"Eiwit 13,5%, vetgehalte 1,5%, ruwe as 2,0%, ruwe celstof 1,0%, vocht 83,0%, fosfor 0,2%, calcium 0,2%";"70 g";;;;"scraped";"https://www.petsplace.nl/gimcat-shinycat-in-jelly-kattenvoer-m-4002064414188-pps";
"4002064413112";"Gimcat Shinycat Adult 70 g";"GimCat";"Kat";"Natvoer";"Volwassen";"Volledig";"Kip (38,6%), rijst, kaliumchloride.";"Eiwit 11%, vetgehalte 1,0%, ruwe as 1,0%, ruwe celstof 10,0%, vocht 89,0%";"70 g";;;;"scraped";"https://www.petsplace.nl/gimcat-shinycat-adult-kattenvoer-m-4002064413112-pps";
"4002064414201";"Gimcat Shinycat Filet 70 g";"GimCat";"Kat";"Natvoer";"Volwassen";"Volledig";"tonijn (57 %), zalm (4 %), rijst";"Eiwit 21%, vetgehalte 2,5%, ruwe as 1,0%, ruwe celstof 0,5%, vocht 76,5%";"70 g";;;;"scraped";"https://www.petsplace.nl/gimcat-shinycat-filet-kattenvoer-m-4002064414201-pps";
"4002064412962";"Gimcat Shinycat Filet 70 g";"GimCat";"Kat";"Natvoer";"Volwassen";"Volledig";"kip (47 %), garnalen (4 %), rijst";"Eiwit 14%, vetgehalte 1,0%, ruwe as 1,0%, ruwe celstof 1,0%, vocht 84,0%";"70 g";;;;"scraped";"https://www.petsplace.nl/gimcat-shinycat-filet-kattenvoer-m-4002064412962-pps";
"4002064412825";"Gimcat Shinycat Filet 70 g";"GimCat";"Kat";"Natvoer";"Senior";"Volledig";"Gewicht: 70 g. Smaak: Tonijn.";"";"70 g";;;;"scraped";"https://www.petsplace.nl/gimcat-shinycat-filet-kattenvoer-m-4002064412825-pps";
"4002064413143";"Gimcat Shinycat Kitten 70 g";"GimCat";"Kat";"Natvoer";"Jong (puppy/kitten)";"Volledig";"Vlees en dierlijke bijproducten (kip 47,6%), oliën en vetten, graan, mineralen, plantaardige bijproducten.";"Eiwit 13%, vetgehalte 2,0%, ruwe as 2,0%, ruwe celstof 1,0%, vocht 85,0%, fosfor 0,1%";"70 g";;;;"scraped";"https://www.petsplace.nl/gimcat-shinycat-kitten-kattenvoer-m-4002064413143-pps";
"4002064414508";"Gimcat Superfood Shinycat Duo 70 g";"GimCat";"Kat";"Natvoer";"Volwassen";"Volledig";"kipfilet (45,5 %), wortel (4,1 %), rijst";"Eiwit 13%, vetgehalte 1,0%, ruwe as 1,0%, ruwe celstof 0,5%, vocht 87,0%";"70 g";;;;"scraped";"https://www.petsplace.nl/gimcat-superfood-shinycat-duo-kattenvoer-m-4002064414508-pps";
"4002064512297";"Gimdog Little Darling Fruitymenu Pate 100 g";"GimDog Little Darling";"Hond";"Natvoer";"Volwassen";"Volledig";"vlees en dierlijke bijprodukten (54%, kip 50%, lamsvlees 4%), vruchten (frambozen 2%, blauwe bosbessen 2%, uit gedroogde vruchten), groenten, granen (rijst 2%).";"";"100 g";;;;"scraped";"https://www.petsplace.nl/gimdog-little-darling-fruitymenu-pate-hondenvoer-m-4002064512297-pps";
"4002064512273";"Gimdog Little Darling Fruitymenu Ragout 100 g";"GimDog Little Darling";"Hond";"Natvoer";"Volwassen";"Volledig";"vlees en dierlijke bijprodukten (34,5%, kip 27%, varken 7,5%), vis en -bijprodukten (tonijn 4%), granen, vruchten (ananas 4%, uit gedroogde vruchten), groenten (wortels 2%, erwten 2%), mineralen.";"";"100 g";;;;"scraped";"https://www.petsplace.nl/gimdog-little-darling-fruitymenu-ragout-hondenvoer-m-4002064512273-pps";
"4002064513065";"Gimdog Little Darling Pure Delight 150 g";"GimDog Little Darling";"Hond";"Natvoer";"Alle leeftijden";"Volledig";"Kippenvlees (43%), lam (4,5%), rijst, kaliumchloride.";"Eiwit 14,5%, vetgehalte 1,0%, ruwe as 1,0%, ruwe vezel 0,5%, vocht 85,0%";"150 g";;;;"scraped";"https://www.petsplace.nl/gimdog-little-darling-pure-delight-hondenvoer-m-4002064513065-pps";
"4002064513003";"Gimdog Little Darling Pure Delight 85 g";"GimDog Little Darling";"Hond";"Natvoer";"Alle leeftijden";"Volledig";"Kippenvlees (47,7%), rijst, kaliumchloride.";"Eiwit 14,5%, vetgehalte 1,0%,ruwe as 1,0%,ruwe vezel 0,5%,vocht 85,0%";"85 g";;;;"scraped";"https://www.petsplace.nl/gimdog-little-darling-pure-delight-hondenvoer-m-4002064513003-pps";
